time,cloudcover,dew,humidity,precip,precipprob,solarenergy,solarradiation,sunelevation,temp,uvindex,whProduced
1.65959E+12,13.7,58.3,64.6,0,0,0,9,2,70.8,0,7
1.65959E+12,57.5,59.7,73.59,0,0,0,0,-9.1,68.4,0,0
1.65959E+12,38.5,59.6,74.69,0,0,0,0,-18.8,67.9,0,0
1.6596E+12,38.5,59.6,71.48,0,0,0,0,-26.9,69.2,0,0
1.6596E+12,35.6,58.2,71.31,0,0,0,0,-32.7,67.9,0,0
1.6596E+12,0,60.3,79.63,0,0,0,0,-35.4,66.8,0,0
1.65961E+12,0,59.9,80.01,0,0,0,0,-34.4,66.2,0,0
1.65961E+12,0,60.6,84.57,0,0,0,0,-30.1,65.3,0,0
1.65961E+12,0,58.7,81.62,0,0,0,0,-23,64.5,0,0
1.65962E+12,0,58.9,82.11,0,0,0,0,-14,64.5,0,0
1.65962E+12,0,58.9,86.43,0,0,0,0,-3.7,63.1,0,27
1.65963E+12,0,58.9,82.02,0,0,0.1,40,7.6,64.6,0,625
1.65963E+12,0,59,77.03,0,0,0.9,243,19.2,66.4,2,1689
1.65963E+12,0,58.6,70.31,0,0,1.6,431,31.1,68.7,4,2573
1.65964E+12,0,58,60.71,0,0,2.2,601,42.9,72.4,6,3226
1.65964E+12,8.7,59,57.17,0,0,2.7,744,54.2,75.2,7,3600
1.65964E+12,8.7,59,50.58,0,0,3,835,64,78.9,8,3771
1.65965E+12,15.8,59.8,51.04,0,0,3.1,874,69.5,79.5,9,3720
1.65965E+12,15.8,60.2,51.67,0,0,3.2,877,67.4,79.5,9,3423
1.65965E+12,15.8,59.4,50.23,0,0,2.9,798,59.2,79.5,8,3014
1.65966E+12,28.1,58.3,49.41,0,0,2.3,629,48.4,78.8,6,2072
1.65966E+12,28.1,58,51.38,0,0,2,550,36.8,77.4,6,1188
1.65966E+12,28.1,56.6,55.85,0,0,1.3,366,24.9,73.3,4,642
1.65967E+12,28.1,57.1,58.88,0,0,0.3,79,13.1,72.3,1,234
1.65967E+12,16.5,58.3,68.97,0,0,0,11,1.9,68.9,0,10
1.65968E+12,15.8,58.3,73.46,0,0,0,0,-9.3,67.1,0,0
1.65968E+12,15.5,58.6,75.27,0,0,0,0,-19,66.6,0,0
1.65968E+12,8.7,58.6,79.36,0,0,0,0,-27.2,65.1,0,0
1.65969E+12,8.7,58.6,79.3,0,0,0,0,-33,65.1,0,0
1.65969E+12,18.5,58.6,80.2,0,0,0,0,-35.6,64.8,0,0
1.65969E+12,61.2,58.6,81,0,0,0,0,-34.7,64.6,0,0
1.6597E+12,68.4,58.3,84.37,0,0,0,0,-30.3,63.1,0,0
1.6597E+12,68.4,57.1,81.9,0,0,0,0,-23.2,62.7,0,0
1.6597E+12,68.2,58.6,86.35,0,0,0,0,-14.2,62.7,0,0
1.65971E+12,58.9,57.3,82.39,0,0,0,0,-3.8,62.7,0,37
1.65971E+12,89.4,56.5,80.16,0,0,0.1,35,7.5,62.8,0,262
1.65972E+12,48.6,56.5,75.83,0,0,0.4,104,19.1,64.3,1,1897
1.65972E+12,47.7,55.4,65.45,0,0,1.2,334,31,67.4,3,2802
1.65972E+12,16.5,55.4,60.03,0,0,2.1,585,42.8,69.9,6,3484
1.65973E+12,24.8,55.1,53.22,0,0,2.7,763,54.1,73.1,8,3789
1.65973E+12,13.7,56.2,50.13,0,0,3.1,861,63.8,76.1,9,3930
1.65973E+12,24.8,57.9,47.82,0,0,3.3,923,69.2,79.4,9,3994
1.65974E+12,24.8,59.5,51.63,0,0,3.3,911,67.1,78.9,9,3606
1.65974E+12,24.8,59.8,52.26,0,0,3,823,59,78.8,8,2855
1.65974E+12,24.8,60.4,54.86,0,0,2.5,707,48.2,77.9,7,1711
1.65975E+12,24.8,60.3,56.68,0,0,2,545,36.6,76.9,5,938
1.65975E+12,24.8,59.5,56.6,0,0,1.3,360,24.7,76,4,400
1.65975E+12,24.8,59.7,62.18,0,0,0.1,26,12.9,73.4,0,84
1.65976E+12,24.8,58.2,65.86,0,0,0,9,1.7,70.2,0,2
1.65976E+12,37.6,58.2,70.15,0,0,0,0,-9.5,68.3,0,0
1.65977E+12,36,58.6,76,0,0,0,0,-19.3,66.4,0,0
1.65977E+12,32.3,57.4,76.72,0,0,0,0,-27.4,64.9,0,0
1.65977E+12,77.6,57.4,77.48,0,0,0,0,-33.2,64.6,0,0
1.65978E+12,96.5,57.4,77.48,0,0,0,0,-35.9,64.6,0,0
1.65978E+12,100,58.3,79.2,0,0,0,0,-35,64.9,0,0
1.65978E+12,100,58.3,76.85,0,0,0,0,-30.6,65.8,0,0
1.65979E+12,100,57.1,73.57,0,0,0,0,-23.4,65.8,0,0
1.65979E+12,100,57.1,76.69,0,0,0,0,-14.3,64.6,0,0
1.65979E+12,96.5,57.1,76.69,0,0,0,0,-4,64.6,0,18
1.6598E+12,96.5,57.1,76.69,0,0,0.1,28,7.4,64.6,0,222
1.6598E+12,96.5,57.4,77.43,0,0,0.2,67,19,64.6,1,554
1.65981E+12,58.9,57.1,73.55,0,0,0.7,204,30.8,65.8,2,1317
1.65981E+12,96.5,57.1,69.09,0,0,0.9,258,42.7,67.6,3,3336
1.65981E+12,36.2,57.1,63.97,0,0,2.8,773,53.9,69.9,8,3836
1.65982E+12,9.8,57.1,59.4,0,0,3.1,867,63.5,72,9,4015
1.65982E+12,8.7,57.1,54.02,0,0,3.3,904,69,74.9,9,3676
1.65982E+12,8.7,58.6,59.25,0,0,3.2,889,66.9,73.7,9,3688
1.65983E+12,0,58.6,57.59,0,0,2.9,819,58.8,74.5,8,2961
1.65983E+12,0,57.4,55.18,0,0,2.5,701,48.1,74.5,7,1816
1.65983E+12,0,57.1,57.6,0,0,1.9,538,36.4,72.9,5,979
1.65984E+12,0,56.8,59.97,0,0,1.3,357,24.5,71.4,4,440
1.65984E+12,0,56.8,62.56,0,0,0.1,26,12.7,70.2,0,95
1.65984E+12,0,56.8,66.62,0,0,0,7,1.5,68.3,0,4
1.65985E+12,59,56.5,70.57,0,0,0,0,-9.7,66.4,0,0
1.65985E+12,66.2,55.6,71.94,0,0,0,0,-19.5,64.9,0,0
1.65986E+12,18.5,55.6,72.72,0,0,0,0,-27.7,64.6,0,0
1.65986E+12,0,55.6,75.82,0,0,0,0,-33.5,63.4,0,0
1.65986E+12,0,55.6,76.58,0,0,0,0,-36.2,63.1,0,0
1.65987E+12,2,55.6,76.58,0,0,0,0,-35.2,63.1,0,0
1.65987E+12,62,55.6,80.96,0,0,0,0,-30.8,61.5,0,0
1.65987E+12,20.7,55.6,80.97,0,0,0,0,-23.6,61.5,0,0
1.65988E+12,68.4,55.6,85.33,0,0,0,0,-14.5,60.1,0,0
1.65988E+12,96.5,55.6,81.79,0,0,0,0,-4.1,61.3,0,2
1.65988E+12,96.3,54.4,77.41,0,0,0.1,19,7.2,61.6,0,135
1.65989E+12,96.3,55.6,76.51,0,0,0.3,77,18.8,63.1,1,517
1.65989E+12,96.5,55.9,73.41,0,0,0.7,202,30.7,64.6,2,2209
1.6599E+12,51.1,55.6,67.38,0,0,0.8,214,42.5,66.8,2,3374
1.6599E+12,27.8,56.8,65.91,0,0,2.8,770,53.7,68.7,8,3845
1.6599E+12,8.5,56.8,60.48,0,0,3.1,867,63.3,71.1,9,4043
1.65991E+12,8.7,55.9,55.17,0,0,3.3,912,68.7,72.9,9,4006
1.65991E+12,8.7,57.1,59.22,0,0,3.2,898,66.6,72.1,9,3650
1.65991E+12,8.7,56.8,56.97,0,0,3,826,58.5,73,8,2994
1.65992E+12,8.7,56.8,54.77,0,0,2.5,708,47.9,74.1,7,1844
1.65992E+12,0,56.5,56.47,0,0,2,548,36.2,72.9,5,979
1.65992E+12,0,56.8,57.56,0,0,1.3,360,24.3,72.6,4,449
1.65993E+12,0,56.5,61.33,0,0,0.1,23,12.5,70.5,0,93
1.65993E+12,0,55.3,63.15,0,0,0,7,1.3,68.3,0,4
1.65993E+12,25.8,55.3,67.54,0,0,0,0,-9.9,66.4,0,0
1.65994E+12,27.3,55.7,72.09,0,0,0,0,-19.7,64.9,0,0
1.65994E+12,74.9,55.6,72.71,0,0,0,0,-27.9,64.6,0,0
1.65995E+12,75.6,55.6,76.64,0,0,0,0,-33.8,63.1,0,0
1.65995E+12,68.4,55.4,75.9,0,0,0,0,-36.5,63.1,0,0
1.65995E+12,46.9,55.7,79.57,0,0,0,0,-35.5,62.1,0,0
1.65996E+12,99.4,55.6,80.97,0,0,0,0,-31.1,61.5,0,0
1.65996E+12,89.1,55.6,80.97,0,0,0,0,-23.9,61.5,0,0
1.65996E+12,60.1,54.2,81.88,0,0,0,0,-14.7,59.7,0,0
1.65997E+12,29.2,53.8,81.55,0,0,0,0,-4.3,59.4,0,63
1.65997E+12,29.2,54.2,78.38,0,0,0.1,25,7.1,60.9,0,691
1.65997E+12,10.7,55.6,76.64,0,0,0.9,255,18.7,63.1,3,1877
1.65998E+12,10.7,55.4,70.5,0,0,1.6,457,30.6,65.2,5,2775
1.65998E+12,12.2,56.6,69.74,0,0,2.3,626,42.4,66.8,6,3449
1.65999E+12,47.9,57.2,66.05,0,0,2.8,770,53.6,69,8,3880
1.65999E+12,10.6,57.1,62.01,0,0,3.1,856,63.1,70.8,9,4053
1.65999E+12,8.7,57.1,60.67,0,0,3.2,902,68.4,71.4,9,3975
1.66E+12,8.7,57.1,57.64,0,0,3.2,888,66.3,73,9,3612
1.66E+12,8.5,57.8,54.84,0,0,2.9,819,58.3,75.1,8,2985
1.66E+12,8.7,55.6,48.58,0,0,2.5,696,47.7,76.4,7,1854
1.66001E+12,8.7,57.1,52.47,0,0,1.9,540,36,75.7,5,983
1.66001E+12,8.7,56.6,52.7,0,0,0.2,56,24.2,75,1,459
1.66001E+12,8.7,55.4,53.58,0,0,0.1,21,12.3,73.2,0,98
1.66002E+12,8.7,55.7,61.34,0,0,0,7,1.1,69.5,0,5
1.66002E+12,75.6,55.9,69.1,0,0,0,0,-10.1,66.4,0,0
1.66002E+12,74.9,55.9,72.74,0,0,0,0,-20,64.9,0,0
1.66003E+12,57.5,56.3,74.27,0,0,0,0,-28.2,64.7,0,0
1.66003E+12,39.9,56.3,74.51,0,0,0,0,-34.1,64.6,0,0
1.66004E+12,31.4,56,77.59,0,0,0,0,-36.8,63.1,0,0
1.66004E+12,77.1,54.8,74.13,0,0,0,0,-35.8,63.1,0,0
1.66004E+12,31.4,55.7,81.74,0,0,0,0,-31.3,61.3,0,0
1.66005E+12,89.7,55.9,82.7,0,0,0,0,-24.1,61.3,0,0
1.66005E+12,96.2,55.7,81.07,0,0,0,0,-14.9,61.5,0,0
1.66005E+12,100,54.5,79.83,0,0,0,0,-4.5,60.7,0,56
1.66006E+12,30.3,54.5,80.89,0,0,0.1,25,6.9,60.3,0,973
1.66006E+12,84.1,55.9,74.16,0,0,1,264,18.6,64.4,3,2022
1.66006E+12,76.8,55.4,68.26,0,0,1.6,450,30.4,66.1,5,2908
1.66007E+12,10.7,55.4,63.24,0,0,2.3,628,42.2,68.4,6,3509
1.66007E+12,13.7,55.4,58.36,0,0,2.8,772,53.4,70.7,8,3831
1.66008E+12,8.7,56.6,57.05,0,0,3.1,860,62.9,72.6,9,3998
1.66008E+12,8.7,56.9,53.47,0,0,3.2,902,68.1,74.9,9,3922
1.66008E+12,8.7,54.5,46.59,0,0,3.2,888,66,76.4,9,3558
1.66009E+12,8.5,55,47.1,0,0,2.9,817,58.1,76.7,8,2732
1.66009E+12,8.5,55.9,49.51,0,0,2.5,696,47.5,76.2,7,1646
1.66009E+12,8.7,56.2,52.19,0,0,1.9,536,35.9,74.9,5,678
1.6601E+12,8.7,56.5,54.25,0,0,0.1,32,24,74.1,0,470
1.6601E+12,8.7,55.6,57.03,0,0,0.1,23,12.1,71.7,0,108
1.6601E+12,9.8,55.9,61.42,0,0,0,5,1,69.8,0,7
1.66011E+12,29,56.3,68.99,0,0,0,0,-10.3,66.8,0,0
1.66011E+12,76,56.2,69.81,0,0,0,0,-20.2,66.4,0,0
1.66011E+12,76.9,56,72.81,0,0,0,0,-28.5,64.9,0,0
1.66012E+12,27.6,57.4,77.58,0,0,0,0,-34.4,64.6,0,0
1.66012E+12,68.6,57.4,77.58,0,0,0,0,-37,64.6,0,0
1.66013E+12,68.4,55.9,77.41,0,0,0,0,-36,63.1,0,0
1.66013E+12,68.2,55.9,77.41,0,0,0,0,-31.5,63.1,0,0
1.66013E+12,61.2,53.8,76.45,0,0,0,0,-24.3,61.3,0,0
1.66014E+12,61.2,53.8,77.25,0,0,0,0,-15.1,61,0,0
1.66014E+12,36.6,53.9,77.25,0,0,0,0,-4.6,61.1,0,50
1.66014E+12,9.8,54.2,78.36,0,0,0.1,23,6.8,61,0,901
1.66015E+12,12.2,55.8,73.54,0,0,0.9,255,18.4,64.4,3,1979
1.66015E+12,12.6,57.2,68.46,0,0,1.6,446,30.3,68,4,2852
1.66015E+12,12.2,56.9,63.59,0,0,1.8,492,42.1,69.8,5,3490
1.66016E+12,8.5,58.4,64.76,0,0,0.2,53,53.2,70.8,1,3856
1.66016E+12,8.7,57.8,59.01,0,0,3.5,983,62.7,73,10,3957
1.66017E+12,0,57.8,55.16,0,0,3.7,1035,67.9,74.9,10,3855
1.66017E+12,0,56.5,49.15,0,0,3.7,1027,65.8,77,10,3504
1.66017E+12,0,57.2,50.28,0,0,0.2,63,57.8,77.1,1,2751
1.66018E+12,0,57.2,50.36,0,0,0.4,107,47.2,77,1,1635
1.66018E+12,8.5,59,55.01,0,0,0.2,49,35.7,76.4,0,839
1.66018E+12,0,59.6,59.63,0,0,1,285,23.8,74.5,3,363
1.66019E+12,0,58.4,61.43,0,0,0.5,149,11.9,72.4,1,69
1.66019E+12,18.5,58.3,66.11,0,0,0,5,0.8,70.2,0,1
1.66019E+12,0,57.1,67.4,0,0,0,0,-10.6,68.4,0,0
1.6602E+12,66.2,56,68.24,0,0,0,0,-20.5,66.8,0,0
1.6602E+12,8.7,56,69.17,0,0,0,0,-28.7,66.4,0,0
1.6602E+12,74.9,56.3,73.56,0,0,0,0,-34.6,64.9,0,0
1.66021E+12,68.4,56,73.6,0,0,0,0,-37.3,64.6,0,0
1.66021E+12,68.4,56.3,74.29,0,0,0,0,-36.3,64.6,0,0
1.66022E+12,68.4,58.6,85.3,0,0,0,0,-31.8,63.1,0,0
1.66022E+12,68.4,56.9,81.85,0,0,0,0,-24.5,62.5,0,0
1.66022E+12,68.4,56.2,82.64,0,0,0,0,-15.3,61.6,0,0
1.66023E+12,77.1,55.9,86.21,0,0,0,0,-4.8,60.1,0,38
1.66023E+12,30.3,55.6,81.79,0,0,0.1,23,6.6,61.3,0,250
1.66023E+12,96.5,57.1,84.3,0,0,0.3,72,18.3,61.9,1,832
1.66024E+12,66.9,57.1,73.57,0,0,0.5,135,30.2,65.8,1,2481
1.66024E+12,84,57.1,68.3,0,0,0.6,169,41.9,67.9,2,3488
1.66024E+12,9.8,57.1,65.97,0,0,0.2,53,53.1,69,1,3843
1.66025E+12,8.5,58.6,64.61,0,0,3.6,988,62.4,71.1,10,4003
1.66025E+12,8.7,58.3,60.2,0,0,3.8,1044,67.6,72.9,10,3916
1.66026E+12,8.7,58.3,56.34,0,0,3.7,1025,65.5,74.9,10,3600
1.66026E+12,8.7,58,53.09,0,0,0.2,58,57.6,76.4,1,2773
1.66026E+12,8.7,56.8,52.88,0,0,0.3,76,47,75.2,1,1641
1.66027E+12,8.7,58,56.42,0,0,0.2,58,35.5,74.5,1,845
1.66027E+12,8.7,58,57.72,0,0,1.1,292,23.6,73.8,3,376
1.66027E+12,8.7,56.8,62.65,0,0,0.5,149,11.7,70.2,1,73
1.66028E+12,8.7,55.6,64.75,0,0,0,5,0.6,67.9,0,0
1.66028E+12,76,55.9,72.73,0,0,0,0,-10.8,64.9,0,0
1.66028E+12,37.9,55.7,74.54,0,0,0,0,-20.7,63.9,0,0
1.66029E+12,39.5,54.5,72.26,0,0,0,0,-29,63.6,0,0
1.66029E+12,77.1,54.5,73.39,0,0,0,0,-34.9,63.1,0,0
1.66029E+12,68.4,54.5,74.35,0,0,0,0,-37.6,62.7,0,0
1.6603E+12,3.2,55.6,81.79,0,0,0,0,-36.6,61.2,0,0
1.6603E+12,0,55.3,81.85,0,0,0,0,-32.1,60.9,0,0
1.66031E+12,0.7,54.1,78.37,0,0,0,0,-24.7,60.9,0,0
1.66031E+12,2.2,54.1,82.6,0,0,0,0,-15.5,59.4,0,0
1.66031E+12,44,52.3,81.63,0,0,0,0,-4.9,57.9,0,34
1.66032E+12,29.4,53.8,82.51,0,0,0.1,16,6.5,59.1,0,820
1.66032E+12,29.4,55.3,77.61,0,0,0.1,33,18.2,62.4,0,1944
1.66032E+12,29.2,55.6,69.77,0,0,0.2,49,30,65.8,0,2822
1.66033E+12,9.8,55.4,63.28,0,0,2.3,626,41.8,68.3,6,3461
1.66033E+12,1.1,56.5,61.47,0,0,2.8,765,52.9,70.4,8,3873
1.66033E+12,0,56.1,56.85,0,0,3.1,860,62.2,72.3,9,4025
1.66034E+12,0,56.9,56.42,0,0,3.2,902,67.3,73.3,9,3924
1.66034E+12,0,56.8,53.47,0,0,3.2,888,65.2,74.9,9,3615
1.66035E+12,0,56.2,50.19,0,0,2.9,817,57.3,76.1,8,2779
1.66035E+12,0,56.5,50.83,0,0,2.5,694,46.8,76.1,7,1668
1.66035E+12,0,57.4,53.04,0,0,1.9,534,35.2,75.7,5,859
1.66036E+12,0,57.4,56.49,0,0,0.5,144,23.4,73.8,1,384
1.66036E+12,0,53.8,53.36,0,0,0.1,23,11.5,71.6,0,75
1.66036E+12,18.5,54.1,61.28,0,0,0,5,0.4,68,0,1
1.66037E+12,74.9,52.6,61.77,0,0,0,0,-11.1,66.1,0,0
1.66037E+12,66.2,53.8,67.99,0,0,0,0,-21,64.6,0,0
1.66037E+12,66.2,54.9,74.78,0,0,0,0,-29.3,63.1,0,0
1.66038E+12,66.2,54.9,75.76,0,0,0,0,-35.2,62.7,0,0
1.66038E+12,66.2,54.9,79.01,0,0,0,0,-37.9,61.5,0,0
1.66038E+12,59,54.9,79.79,0,0,0,0,-36.9,61.2,0,0
1.66039E+12,0,53.4,76.5,0,0,0,0,-32.3,60.9,0,0
1.66039E+12,66.2,51.9,78.42,0,0,0,0,-24.9,58.6,0,0
1.6604E+12,67.3,51.6,77.6,0,0,0,0,-15.7,58.6,0,0
1.6604E+12,69,51.4,80.9,0,0,0,0,-5.1,57.2,0,11
1.6604E+12,77.1,51.7,77.59,0,0,0.1,21,6.3,58.7,0,786
1.66041E+12,28.3,53.2,72.58,0,0,0.9,253,18,62.1,3,1903
1.66041E+12,27.8,55,68.18,0,0,1.2,327,29.9,65.8,3,2800
1.66041E+12,0,53.2,57.23,0,0,2.3,635,41.6,69,6,3446
1.66042E+12,0,54.1,52.13,0,0,2.8,780,52.7,72.6,8,3819
1.66042E+12,0,51,42.74,0,0,3.2,875,62,75.2,9,3964
1.66042E+12,0,56.4,49,0,0,3.3,919,67,77,9,3907
1.66043E+12,0,57.1,49.2,0,0,3.2,891,64.9,77.7,9,3623
1.66043E+12,0,57.8,53.65,0,0,2.9,816,57.1,75.8,8,2816
1.66044E+12,0,58,51.46,0,0,2.5,696,46.6,77.3,7,1667
1.66044E+12,0,57.8,52.06,0,0,1.9,534,35,76.7,5,883
1.66044E+12,0,57.8,56.01,0,0,0.1,39,23.1,74.5,0,397
1.66045E+12,0,55,52.36,0,0,0.1,25,11.3,73.5,0,85
1.66045E+12,0,55.4,59.53,0,0,0,5,0.2,70.1,0,2
1.66045E+12,0,55.4,64.19,0,0,0,0,-11.3,67.9,0,0
1.66046E+12,3.2,55.6,72.72,0,0,0,0,-21.2,64.6,0,0
1.66046E+12,0,56.8,81.12,0,0,0,0,-29.6,62.7,0,0
1.66046E+12,0,56.5,81.09,0,0,0,0,-35.5,62.4,0,0
1.66047E+12,0,55.3,81.91,0,0,0,0,-38.3,60.9,0,0
1.66047E+12,0,56.5,84.64,0,0,0,0,-37.2,61.2,0,0
1.66047E+12,0,55.3,85.41,0,0,0,0,-32.6,59.7,0,0
1.66048E+12,0,54.1,81.89,0,0,0,0,-25.2,59.6,0,0
1.66048E+12,0,52.4,82.41,0,0,0,0,-15.8,57.8,0,0
1.66049E+12,0,53.1,85.57,0,0,0,0,-5.3,57.4,0,59
1.66049E+12,0.7,51.6,81.88,0,0,0.1,25,6.2,57.1,0,674
1.66049E+12,0.7,54.4,75.81,0,0,0.9,250,17.9,62.1,3,1848
1.6605E+12,0.7,54.7,70.27,0,0,1.1,308,29.8,64.6,3,2763
1.6605E+12,0,56.6,68.8,0,0,2,543,41.5,67.2,5,3422
1.6605E+12,0,55.9,58.11,0,0,2.8,773,52.5,71.4,8,3797
1.66051E+12,0,54.1,45.53,0,0,3.1,872,61.7,76.7,9,3944
1.66051E+12,0,54.1,41.13,0,0,3.3,912,66.7,79.8,9,3887
1.66051E+12,0,56.6,43.14,0,0,3.2,900,64.6,81.1,9,3607
1.66052E+12,0,55.3,40.64,0,0,3,824,56.8,81.5,8,2808
1.66052E+12,0,58,47.29,0,0,2.5,694,46.3,79.9,7,1667
1.66053E+12,0,59.2,55.26,0,0,1.9,522,34.8,76.5,5,888
1.66053E+12,0,58.9,58.86,0,0,1.2,330,22.9,74.2,3,393
1.66053E+12,0,59.2,66.33,0,0,0.1,26,11.1,71,0,95
1.66054E+12,0,58.3,69.76,0,0,0.1,17,-0.6,68.6,0,2
1.66054E+12,0,58,74.6,0,0,0.1,0,-11.5,66.3,0,0
1.66054E+12,0,58.3,79.22,0,0,0.1,0,-21.5,64.9,0,0
1.66055E+12,0,56.8,80.01,0,0,0.1,0,-29.9,63.1,0,0
1.66055E+12,8.7,56.8,81.06,0,0,0.1,0,-35.9,62.7,0,0
1.66055E+12,0,56.8,85.53,0,0,0.1,0,-38.6,61.2,0,0
1.66056E+12,0,56.8,86.35,0,0,0.1,0,-37.5,60.9,0,0
1.66056E+12,0,56.8,85.45,0,0,0.1,0,-32.8,61.2,0,0
1.66056E+12,0,56.8,86.32,0,0,0.1,0,-25.4,60.9,0,0
1.66057E+12,0,55.3,85.45,0,0,0.1,0,-16,59.7,0,0
1.66057E+12,8.6,55.3,85.61,0,0,0.1,0,-5.4,59.6,0,54
1.66058E+12,8.5,55.3,86.41,0,0,0.1,26,6,59.3,0,560
1.66058E+12,0,56.8,77.74,0,0,0.8,225,17.7,63.9,2,1714
1.66058E+12,0,56.5,71.32,0,0,1.1,292,29.6,66.1,3,2647
1.66059E+12,0,56.6,64.69,0,0,1.9,534,41.3,69,5,3323
1.66059E+12,0,57.1,56.92,0,0,2.7,761,52.3,73.3,8,3732
1.66059E+12,0,58,51.24,0,0,3.1,863,61.5,77.4,9,3859
1.6606E+12,0,58.3,46.84,0,0,3.3,905,66.4,80.4,9,3823
1.6606E+12,0,58,43.16,0,0,3.2,881,64.3,82.7,9,3542
1.6606E+12,0,57.4,40.12,0,0,2.9,805,56.5,84.2,8,2771
1.66061E+12,0,56,39.06,0,0,2.4,677,46.1,83.5,7,1618
1.66061E+12,0,56.6,41.7,0,0,1.8,513,34.6,82.1,5,897
1.66062E+12,0,57.3,46.55,0,0,1.2,320,22.7,79.6,3,391
1.66062E+12,0,55.4,46.6,0,0,0.1,26,10.9,77.4,0,103
1.66062E+12,0,57.8,57.58,0,0,0.1,17,-0.8,73.7,0,3
1.66063E+12,24.4,58,66,0,0,0.1,0,-11.8,69.9,0,0
1.66063E+12,8.7,57.4,66.07,0,0,0.1,0,-21.8,69.2,0,0
1.66063E+12,0,58.3,69.08,0,0,0.1,0,-30.2,68.8,0,0
1.66064E+12,0,58,71.12,0,0,0.1,0,-36.2,67.7,0,0
1.66064E+12,6.8,59.7,77.53,0,0,0.1,0,-38.9,67,0,0
1.66064E+12,0,59.3,82.21,0,0,0.1,0,-37.8,64.8,0,0
1.66065E+12,0,58.1,82.26,0,0,0.1,0,-33.1,63.6,0,0
1.66065E+12,0,57.3,81.61,0,0,0.1,0,-25.6,63,0,0
1.66065E+12,0,55.9,81.85,0,0,0.1,0,-16.2,61.5,0,0
1.66066E+12,0,55.9,81.78,0,0,0.1,0,-5.6,61.5,0,44
1.66066E+12,0,55.8,81.73,0,0,0.1,25,5.9,61.5,0,855
1.66067E+12,0,57.7,78.39,0,0,0.8,230,17.6,64.6,2,1917
1.66067E+12,0,58.6,69.47,0,0,1,285,29.5,69,3,2769
1.66067E+12,0,58.3,61.33,0,0,1.9,526,41.2,72.4,5,3358
1.66068E+12,0,59.3,56.27,0,0,2.7,747,52.2,75.9,7,3674
1.66068E+12,0,59.9,52.1,0,0,3,833,61.3,78.9,8,3756
1.66068E+12,0,59,42.19,0,0,3.2,875,66.1,84.5,9,3607
1.66069E+12,0,49.6,26.32,0,0,3.1,858,64,88.5,9,3271
1.66069E+12,0,48,23.99,0,0,2.8,782,56.3,89.6,8,2341
1.66069E+12,0,49.8,24.7,0,0,2.4,656,45.9,90.7,7,1384
1.6607E+12,0,53.2,31.18,0,0,1.8,492,34.4,87.3,5,696
1.6607E+12,0,53.2,33.73,0,0,0.6,176,22.5,84.9,2,257
1.66071E+12,0,53.1,36.22,0,0,0.1,30,10.7,82.6,0,106
1.66071E+12,27.2,57.3,49.81,0,0,0.1,18,-1,77.5,0,3
1.66071E+12,8.7,56.1,49.45,0,0,0.1,0,-12,76.4,0,0
1.66072E+12,74.9,57.7,55.04,0,0,0.1,0,-22.1,74.9,0,0
1.66072E+12,0,56.5,56.95,0,0,0.1,0,-30.5,72.6,0,0
1.66072E+12,66.2,59.5,67.48,0,0,0.1,0,-36.5,70.8,0,0
1.66073E+12,43.8,59.2,71.37,0,0,0.1,0,-39.2,68.9,0,0
1.66073E+12,66.2,58.6,73.39,0,0,0.1,0,-38.1,67.4,0,0
1.66073E+12,66.2,56.5,68.04,0,0,0.1,0,-33.4,67.4,0,0
1.66074E+12,66.2,56.1,67.18,0,0,0.1,0,-25.8,67.3,0,0
1.66074E+12,67.8,57.6,70.36,0,0,0.1,0,-16.4,67.6,0,0
1.66074E+12,61.2,60.8,81.29,0,0,0.1,0,-5.8,66.7,0,26
1.66075E+12,29.6,60.7,81.11,0,0,0.1,30,5.8,66.6,0,341
1.66075E+12,28.1,59.6,79.31,0,0,0.4,100,17.5,66.2,1,1661
1.66076E+12,28.1,60.8,75.25,0,0,0.8,230,29.3,69,2,1495
1.66076E+12,30.1,59.3,69.02,0,0,2.3,650,41,70,7,1815
1.66076E+12,28.1,58.6,60.02,0,0,1.2,325,52,73.3,3,2403
1.66077E+12,28.1,58,51.86,0,0,1,265,61,77.1,3,1455
1.66077E+12,30.1,60.5,54.71,0,0,1.4,381,65.7,78.2,4,2124
1.66077E+12,30.1,60.5,59.09,0,0,4.1,1137,63.6,75.8,10,2371
1.66078E+12,28.1,58,51.82,0,0,2.2,621,56,77.1,6,2203
1.66078E+12,30.1,58.3,52.78,0,0,1.2,325,45.6,76.8,3,1595
1.66078E+12,15.5,56.7,46.74,0,0,1.8,489,34.1,78.8,5,700
1.66079E+12,8.5,58.1,52.29,0,0,0.2,44,22.3,76.9,0,298
1.66079E+12,8.7,58,57.37,0,0,0.1,26,10.4,74,0,62
1.6608E+12,8.7,59.8,67.46,0,0,0.1,15,-1.3,71.1,0,0
1.6608E+12,8.7,58.9,71.36,0,0,0.1,0,-12.3,68.6,0,0
1.6608E+12,0,60.1,80.45,0,0,0.1,0,-22.3,66.3,0,0
1.66081E+12,0,58.9,80.41,0,0,0.1,0,-30.8,65.1,0,0
1.66081E+12,8.7,59.3,83.11,0,0,0.1,0,-36.8,64.5,0,0
1.66081E+12,0,58.9,82.9,0,0,0.1,0,-39.5,64.2,0,0
